project,has_global_start,sprite_starting_point,laggy_movement,double_condition,missing_forever_loop,clone_initialization,missing_termination,loose_blocks,multiple_attribute_modification,empty_body,sequential_actions,duplicated_name,long_script,broadcast_sync,nested_loops,duplicated_script,race_condition
91311156.sb,0,0,0,0,0,0,0,2,0,0,0,2,3,0,0,6,0
91312685.sb,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
91312972.sb,0,0,0,0,0,0,0,2,0,0,0,8,1,0,0,0,0
91314674.sb,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
91315083.sb,0,0,0,0,0,0,0,1,1,0,1,6,1,0,0,14,0
91317337.sb,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91319312.sb,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
91319816.sb,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
91320897.sb,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
91322540.sb,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0
91324900.sb,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
91328411.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91330644.sb,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,14,0
91331340.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
91331917.sb,0,0,0,0,0,0,0,1,0,0,0,106,0,0,0,6416,0
91337597.sb,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0
91339257.sb,0,0,0,0,0,0,0,0,1,0,2,2,5,0,0,0,0
91342150.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
91342221.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
91348928.sb,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,30,0
91349752.sb,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0
91350533.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0
91351360.sb,0,0,0,28,0,0,0,17,3,1,5,38,29,1,2,454,2
91352174.sb,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
91352421.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91355430.sb,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
91359663.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91359951.sb,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0
91362528.sb,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,60,0
91370811.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91371538.sb,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
91371769.sb,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
91372145.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91377354.sb,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
91378562.sb,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
91381155.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91381652.sb,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
91384345.sb,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,6,0
91385355.sb,0,1,0,0,0,0,0,14,0,0,0,1,1,0,0,0,0
91389267.sb,0,0,0,0,0,0,0,2,0,0,1,1,10,0,0,50,0
91390211.sb,0,1,0,0,0,0,0,0,0,0,1,2,7,0,0,2,0
91391448.sb,0,0,0,0,0,0,0,14,0,1,0,0,4,0,0,0,0
91391535.sb,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
91396424.sb,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
91397910.sb,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0
91406387.sb,1,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0
91408282.sb,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0
91408293.sb,0,0,8,0,0,0,0,0,0,0,0,1,2,0,0,0,0
91408656.sb,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,12,0
91415195.sb,0,0,0,0,0,0,0,1,0,0,1,2,10,0,0,0,0
91420191.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91420244.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
91420502.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91425029.sb,0,0,4,0,0,0,0,2,0,0,0,15,4,0,0,298,0
91425045.sb,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0
91425053.sb,0,0,0,0,0,0,0,6,0,0,0,1,3,0,0,0,0
91425060.sb,0,0,0,0,0,0,0,1,0,0,0,36,3,0,0,1122,0
91425112.sb,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0
91425623.sb,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
91427557.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91429330.sb,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
91429808.sb,0,0,2,0,0,0,0,1,0,0,0,10,1,1,0,36,0
91430353.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
91430500.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91430518.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
91430867.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
91431798.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
91431974.sb,0,0,0,0,0,0,0,1,0,0,0,12,8,0,0,234,0
91432730.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91432774.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91434583.sb,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
91436082.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91437569.sb,0,0,0,0,0,0,0,5,0,1,0,0,2,0,0,0,0
91439127.sb,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
91440758.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91441467.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91441777.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91442135.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91442347.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0
91442359.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
91443132.sb,0,2,3,0,0,9,0,1,0,0,0,11,10,0,0,0,0
91443268.sb,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
91446386.sb,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
91448450.sb,0,0,0,0,0,0,0,0,0,0,5,7,4,1,0,26,0
91448523.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91452498.sb,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
91454637.sb,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
91457977.sb,0,0,0,0,0,1,0,1,0,0,0,10,3,1,0,10,0
91459542.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91464461.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91464467.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91464539.sb,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1
91465806.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91469020.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91472523.sb,0,1,3,0,0,0,0,1,0,2,0,0,2,1,1,0,0
91475559.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91477880.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
91481375.sb,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
91483045.sb,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,144,0
91483362.sb,0,0,0,1,0,0,0,1,0,0,1,2,1,2,0,2,0
91483887.sb,0,3,0,2,0,0,0,9,0,0,1,3,3,0,0,0,1
91483946.sb,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,8,0
91484058.sb,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
91484389.sb,0,0,0,0,0,0,0,15,0,0,0,17,1,0,0,420,0
91484636.sb,0,0,0,0,0,0,0,2,0,1,0,5,2,0,0,16,0
91484647.sb,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
91484856.sb,0,0,0,0,0,0,0,27,0,4,7,62,63,5,0,410,2
91485823.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
91487213.sb,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91488022.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91488360.sb,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0
91488664.sb,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,138,1
91488817.sb,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91492334.sb,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
91494677.sb,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
91495350.sb,0,0,0,0,0,0,0,8,4,0,3,11,13,1,0,110,0
91499136.sb,0,0,0,0,2,0,0,0,0,0,0,2,1,5,0,42,0
91503770.sb,0,0,0,2,0,0,0,1,1,0,0,5,2,0,0,20,0
91503905.sb,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91504864.sb,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
91506025.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
91506079.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91506341.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
91506445.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91506787.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91507084.sb,0,0,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0
91507182.sb,0,0,0,0,0,0,8,51,2,1,1,2,49,15,0,80,4
91508776.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91512314.sb,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,2,0
91516426.sb,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
91518135.sb,0,0,0,1,0,0,0,1,0,0,3,2,2,0,0,0,1
91521569.sb,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
91522990.sb,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
91524998.sb,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
91530013.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91533823.sb,0,0,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0
91536937.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91540877.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
91541025.sb,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0
91541282.sb,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
91545674.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91548391.sb,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,36,0
91548627.sb,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,18,0
91549321.sb,0,0,0,0,0,0,1,0,0,0,0,2,2,6,0,68,0
91549753.sb,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0
91551476.sb,0,0,0,0,0,0,0,11,0,0,1,51,12,3,0,2262,0
91553253.sb,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,172,0
91553943.sb,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
91554913.sb,0,0,0,0,0,0,0,1,0,0,0,68,0,4,0,4976,0
91555125.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91555628.sb,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
91555669.sb,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
91555849.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91556012.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91556046.sb,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
91556438.sb,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0
91559754.sb,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0
91560145.sb,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,30,0
91560636.sb,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
91563652.sb,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,1508,0
91564504.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,8,0
91570923.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91571399.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1
91572385.sb,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0
91572489.sb,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0
91575537.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91576234.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91576461.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91579559.sb,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91580875.sb,0,0,16,0,0,0,0,1,4,2,2,27,7,3,0,354,0
91582300.sb,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0
91586656.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
91587714.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91589805.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91590234.sb,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0
91591827.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
91592025.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91598638.sb,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
91599917.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91600654.sb,0,0,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0
91602864.sb,0,0,0,0,0,0,0,2,0,0,0,0,4,1,0,2,0
91604086.sb,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
91606071.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91607133.sb,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91607353.sb,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,2,0
91609802.sb,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91610001.sb,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
91613097.sb,1,0,8,0,0,0,0,1,0,0,0,2,2,0,0,0,0
91616683.sb,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0
91617318.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91619989.sb,0,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0
91621442.sb,0,0,0,1,0,1,0,79,1,8,9,0,41,20,0,2,0
91622243.sb,0,0,0,0,0,0,0,2,2,1,0,40,20,0,1,236,2
91623113.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
91624933.sb,0,0,0,0,0,0,0,0,0,1,0,5,5,0,0,42,0
91631499.sb,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0
91631983.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91632742.sb,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,6,0
91635641.sb,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
91636447.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
91636613.sb,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0
91639440.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
91641258.sb,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0
91643147.sb,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0
91643512.sb,0,0,0,0,0,0,0,2,0,0,0,4,2,0,0,2,1
91647016.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
91652097.sb,1,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0
91654001.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91654091.sb,0,0,4,0,0,0,0,0,0,0,0,6,1,0,0,20,0
91654202.sb,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,90,0
91655987.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
91656466.sb,0,0,0,0,0,0,0,7,0,0,1,1,1,0,0,2,0
91656578.sb,0,0,0,0,0,0,0,11,0,0,0,6,0,1,0,834,0
91656844.sb,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
91662693.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91667757.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91670540.sb,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,56,0
91672059.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91673967.sb,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
91674509.sb,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,552,0
91674522.sb,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
91674924.sb,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
91675208.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91676747.sb,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0
91676789.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91680998.sb,0,0,0,0,0,0,0,1,0,0,0,2,6,0,0,0,0
91683415.sb,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91683772.sb,0,0,2,0,0,0,0,0,0,0,0,4,3,0,0,48,0
91688432.sb,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
91690063.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91691093.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91692260.sb,0,0,0,0,0,0,0,12,1,0,0,5,10,0,0,12,0
91694309.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91694727.sb,0,0,1,0,0,0,0,6,0,0,0,1,1,0,0,0,0
91696945.sb,0,0,0,0,0,0,0,0,0,0,4,36,8,0,0,1082,0
91699123.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
91701479.sb,0,0,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0
91703598.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91704018.sb,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0
91706238.sb,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0
91707193.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
91713357.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
91714751.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
91715278.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91716835.sb,0,0,2,0,0,0,0,0,0,1,1,20,8,0,0,276,0
91716945.sb,0,0,4,0,0,0,0,1,1,0,0,20,3,3,0,328,0
91720337.sb,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
91725073.sb,0,0,0,0,0,0,0,14,0,1,1,13,5,1,0,686,2
91727654.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
91727970.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91728585.sb,0,2,0,0,0,0,0,16,0,2,0,2,12,0,0,6,0
91728898.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91729585.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
91731827.sb,0,0,0,0,0,0,0,3,0,0,1,2,1,0,0,4,0
91735426.sb,0,0,0,0,0,0,0,7,0,0,1,2,5,3,0,218,0
91736369.sb,0,0,28,0,0,0,0,13,2,0,2,7,10,0,0,346,1
91738326.sb,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,12,1
91738592.sb,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
91740568.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91740695.sb,0,0,0,0,0,0,2,2,0,0,0,4,6,0,0,0,1
91743411.sb,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,6,0
91744200.sb,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,6,0
91744875.sb,0,0,0,0,0,0,0,3,0,0,1,5,13,0,0,56,4
91745115.sb,0,1,2,0,0,0,0,9,0,2,0,0,0,0,0,2,0
91746704.sb,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
91746930.sb,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
91748186.sb,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
91748932.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91754600.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91754832.sb,0,0,0,0,0,0,0,4,0,0,0,4,2,0,0,20,0
91757557.sb,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
91757609.sb,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
91759375.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91759713.sb,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
91761286.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
91762101.sb,0,0,4,0,0,0,0,1,0,0,0,0,10,0,0,444,0
91762483.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
91764978.sb,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
91765168.sb,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,2,0
91766465.sb,1,0,0,0,0,0,0,2,0,0,1,2,0,0,0,10,0
91768330.sb,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,30,0
91769156.sb,0,1,0,0,0,0,0,14,1,0,13,0,24,5,1,8,2
91769970.sb,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
91770734.sb,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0
91770975.sb,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,12,0
91771200.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91771261.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91771266.sb,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0
91771962.sb,1,0,16,0,0,0,0,0,0,0,0,4,0,0,0,48,0
91772994.sb,0,0,0,0,0,0,0,1,0,0,1,1,6,0,0,6,0
91776032.sb,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
91777420.sb,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
91777619.sb,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,10,1
91780149.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
91783288.sb,0,0,0,0,0,0,0,0,0,0,1,1,3,13,0,2,0
91785020.sb,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0
91786395.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
91787181.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91788462.sb,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,208,0
91794175.sb,0,0,8,0,4,0,0,0,0,0,0,0,2,0,0,0,0
91794181.sb,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0
91794701.sb,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
91796667.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91797850.sb,0,0,0,0,0,0,0,2,0,0,0,23,0,21,0,670,0
91801804.sb,0,0,0,0,0,0,0,12,0,2,1,2,6,0,0,2,1
91804083.sb,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
91804108.sb,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0
91807120.sb,0,0,0,0,0,0,0,12,0,0,0,0,14,0,0,42,0
91808221.sb,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91809188.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
91810662.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91811632.sb,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
91814536.sb,0,0,0,0,0,0,0,0,0,0,0,7,5,1,0,0,0
91815568.sb,0,1,0,0,0,0,0,1,0,0,0,18,0,0,0,580,0
91819907.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91821560.sb,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
91822483.sb,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
91822756.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91824853.sb,0,0,0,0,0,0,0,19,0,0,0,19,0,1,0,0,0
91827539.sb,0,0,0,0,0,0,0,1,0,0,0,10,11,0,0,138,0
91827561.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91827866.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91828628.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91831266.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91832930.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91832953.sb,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91834041.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91839102.sb,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
91845769.sb,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,2,0
91848964.sb,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
91849891.sb,0,0,0,0,0,0,0,0,0,4,0,2,1,2,0,10,0
91856064.sb,0,0,0,0,0,0,0,2,0,0,0,7,2,2,0,138,0
91857700.sb,0,0,0,0,0,0,0,7,0,0,0,2,1,0,0,6,0
91858925.sb,1,6,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0
91865283.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91865320.sb,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,6,0
91865802.sb,0,0,0,0,0,0,0,0,0,0,3,10,13,0,0,104,0
91866336.sb,0,0,0,0,0,0,4,0,4,0,4,32,5,0,0,12,0
