project,has_global_start,sprite_starting_point,laggy_movement,double_condition,missing_forever_loop,clone_initialization,missing_termination,loose_blocks,multiple_attribute_modification,empty_body,sequential_actions,duplicated_name,long_script,broadcast_sync,nested_loops,duplicated_script,race_condition
90648248.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90649080.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90651978.sb,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0
90652279.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90653369.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
90657548.sb,0,0,0,0,0,0,0,1,2,0,0,3,1,0,0,0,0
90663625.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0
90664916.sb,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0
90665553.sb,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
90666079.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90668693.sb,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
90680286.sb,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,2,0
90689044.sb,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,12,0
90691750.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90693810.sb,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
90698930.sb,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0
90700122.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90705346.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90708267.sb,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0
90710405.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90714222.sb,0,1,4,0,0,0,0,0,0,0,0,3,0,0,0,2,0
90716264.sb,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,8,0
90722313.sb,0,0,0,0,0,0,0,0,0,0,0,10,3,2,0,6,0
90723380.sb,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
90726138.sb,0,0,4,0,0,0,0,0,3,0,0,9,6,0,0,2,0
90727031.sb,0,0,4,0,0,0,0,2,0,0,1,29,2,0,0,226,0
90738293.sb,0,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0
90740170.sb,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90740262.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
90744368.sb,0,0,2,0,0,0,0,0,0,1,0,7,0,2,0,2,0
90745278.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90746065.sb,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0
90748486.sb,0,0,0,0,0,0,0,4,0,0,0,4,2,0,0,0,0
90749491.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0
90752044.sb,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90752547.sb,0,0,2,0,0,0,0,3,0,0,0,3,2,0,0,10,0
90753916.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90760246.sb,0,1,0,0,0,0,0,0,0,0,0,20,1,0,0,850,0
90760278.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90761429.sb,0,0,2,0,0,0,0,1,0,1,0,55,117,0,0,7708,0
90771607.sb,0,0,0,0,0,0,0,20,0,0,0,21,20,0,0,0,0
90771796.sb,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,112,0
90774344.sb,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
90774370.sb,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
90780026.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90780456.sb,0,0,8,0,0,0,0,0,0,0,0,2,1,0,0,0,0
90780644.sb,1,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0
90787861.sb,0,0,1,3,0,0,1,15,1,2,1,2,3,1,0,0,1
90788241.sb,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
90790849.sb,0,0,0,0,0,0,0,16,0,0,1,7,5,3,0,10,4
90792919.sb,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90799018.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90813865.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90816059.sb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90816534.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90817760.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
90820894.sb,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0
90825248.sb,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0
90825595.sb,0,3,0,0,0,0,0,4,0,0,0,4,1,0,0,0,0
90826834.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90827400.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90827698.sb,0,0,5,0,0,0,0,2,0,0,0,2,1,0,0,2,1
90829105.sb,1,0,0,0,0,0,0,1,0,0,0,22,0,0,0,226,0
90829184.sb,0,0,0,5,0,0,0,0,0,0,9,10,13,0,0,32,0
90831120.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90831677.sb,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,398,0
90840837.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
90848752.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90849666.sb,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
90850203.sb,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
90857796.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90860692.sb,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,72,0
90863534.sb,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,90,0
90867237.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
90868565.sb,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,156,0
90869313.sb,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,96,0
90870902.sb,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,12,0
90871561.sb,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
90872226.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
90873234.sb,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
90873508.sb,0,0,8,0,0,0,0,0,0,0,0,1,2,0,0,8,0
90874881.sb,0,0,0,0,0,1,0,17,0,75,3,49,64,87,0,332,40
90877684.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90879104.sb,0,0,0,0,0,0,2,1,0,0,1,8,2,1,0,10,0
90879679.sb,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90880702.sb,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
90884566.sb,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,66,0
90884587.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90886538.sb,0,0,0,0,0,0,0,0,0,0,0,5,6,1,0,0,0
90887069.sb,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
90887615.sb,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
90888323.sb,0,0,0,0,0,0,0,1,1,0,2,3,13,21,0,140,0
90893344.sb,1,0,0,0,0,0,0,4,0,0,0,2,1,0,0,0,0
90895950.sb,0,0,0,0,0,0,0,2,0,0,0,8,2,0,0,14,0
90899166.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90899989.sb,0,0,4,0,0,0,0,0,1,0,1,1,2,0,0,0,0
90900040.sb,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
90901124.sb,0,0,0,5,0,0,0,0,1,4,1,0,2,0,0,4,0
90905715.sb,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0
90909896.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90914125.sb,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0
90916913.sb,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
90919448.sb,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90919543.sb,0,0,0,0,0,0,0,4,0,0,0,2,4,0,0,12,0
90921468.sb,0,0,0,0,0,0,0,69,0,2,0,16,2,1,0,140,2
90923093.sb,0,0,0,0,0,0,0,0,0,0,0,34,0,1,0,3366,33
90928150.sb,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,2,0
90928234.sb,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
90931313.sb,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90932072.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90932326.sb,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,4
90936628.sb,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0
90939493.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90942533.sb,0,0,0,1,0,0,0,2,0,0,1,14,1,2,0,1094,0
90946451.sb,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,606,9
90946699.sb,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0
90947992.sb,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,70,0
90949605.sb,1,0,0,0,0,0,0,0,0,0,1,8,23,5,0,444,0
90951096.sb,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90953608.sb,0,0,0,0,0,0,1,22,0,0,1,6,18,0,0,558,0
90955259.sb,0,0,0,0,0,0,0,2,0,0,1,12,3,0,0,2,0
90960012.sb,0,0,0,0,0,4,0,20,0,0,1,4,11,5,0,18,0
90960130.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90960366.sb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90961902.sb,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
90963577.sb,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0
90965857.sb,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90967638.sb,0,0,0,0,0,0,0,1,0,0,0,8,2,0,0,58,0
90968052.sb,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90969035.sb,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
90974124.sb,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,6,0
90974665.sb,0,0,0,0,0,0,0,1,4,0,1,1,3,0,0,34,0
90975561.sb,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
90977054.sb,0,0,0,0,0,0,0,24,0,71,41,62,324,0,0,4652,11
90977373.sb,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,1
90979930.sb,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0
90981067.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90985509.sb,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0
90987866.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91002031.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91002648.sb,0,2,0,0,0,0,0,7,0,0,0,6,42,0,0,466,19
91003849.sb,0,0,0,0,0,0,0,6,1,5,0,0,4,8,0,0,0
91003929.sb,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
91004670.sb,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0
91006655.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
91007576.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
91007612.sb,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0
91009140.sb,0,0,0,0,0,0,0,6,0,0,0,3,1,0,0,14,0
91012014.sb,0,0,4,0,0,0,0,0,0,0,4,2,0,0,0,0,0
91013894.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91017962.sb,0,0,0,0,1,1,0,0,0,0,0,8,2,0,0,56,0
91018131.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91020557.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91021561.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91021918.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
91024041.sb,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0
91024096.sb,0,0,0,0,0,0,0,1,0,0,0,8,2,0,0,14,0
91031195.sb,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,2,0
91032759.sb,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,1
91034839.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91035559.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
91035594.sb,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0
91036000.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91037390.sb,0,0,0,0,0,0,0,1,0,0,0,2,3,1,0,24,4
91037960.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91038353.sb,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
91038885.sb,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,38,0
91039860.sb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91041788.sb,0,20,0,0,1,0,0,38,0,0,0,58,0,1,0,188,0
91042332.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
91043051.sb,0,0,0,0,0,0,0,18,0,4,1,22,17,2,0,6,4
91046644.sb,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0
91046655.sb,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
91049731.sb,0,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,0
91049867.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91050636.sb,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,6,0
91051477.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91051834.sb,1,0,0,0,0,0,0,4,0,0,0,0,2,3,0,0,0
91055055.sb,0,0,0,0,0,2,0,5,0,0,0,0,6,0,0,18,0
91057020.sb,0,0,4,0,0,0,0,1,0,0,0,0,7,0,0,0,0
91058210.sb,0,0,0,2,0,0,0,3,1,0,5,0,41,1,0,12,1
91065327.sb,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,2,0
91066627.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91068625.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
91068707.sb,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0
91070657.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
91071915.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91072096.sb,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
91072938.sb,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
91079880.sb,0,0,0,0,0,7,0,0,0,0,0,47,3,0,0,11480,8
91081158.sb,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0
91081161.sb,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91084226.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91084482.sb,0,0,4,0,0,0,0,1,0,0,0,6,1,3,0,98,6
91086171.sb,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0
91088046.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91091676.sb,0,0,0,2,0,0,0,2,1,0,0,2,1,0,0,8,0
91092132.sb,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
91093798.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91094972.sb,0,1,0,0,0,0,0,3,0,0,0,11,2,0,0,72,0
91096586.sb,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91097350.sb,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0
91097396.sb,0,0,0,0,0,0,0,31,0,0,0,5,2,0,0,96,0
91100072.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91101445.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91101574.sb,0,0,0,0,0,0,0,0,0,0,1,8,4,0,0,48,0
91105380.sb,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,60,0
91105538.sb,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
91105661.sb,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4
91112818.sb,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,14,0
91114255.sb,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0,4,0
91117405.sb,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
91117581.sb,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0
91118867.sb,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91120040.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91120400.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91120776.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91121015.sb,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91121508.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91122086.sb,0,1,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0
91122142.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91122372.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91122573.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91122909.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91122928.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91123498.sb,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
91124937.sb,0,0,4,0,4,0,0,28,0,0,0,10,2,3,0,320,0
91125065.sb,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
91127748.sb,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0
91130967.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91133022.sb,0,0,0,0,0,0,0,2,0,0,1,5,6,0,0,0,0
91134016.sb,0,0,0,4,0,0,0,8,4,1,3,9,28,1,0,366,0
91136348.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91136477.sb,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
91137885.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91139920.sb,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0
91140544.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
91144927.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91146099.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91146372.sb,0,0,2,0,1,0,0,1,1,0,0,2,1,0,0,0,0
91146623.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
91148162.sb,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
91153178.sb,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
91158380.sb,1,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0
91161008.sb,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
91162091.sb,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,4,0
91162822.sb,0,0,0,0,0,1,0,12,2,0,4,10,34,1,0,548,12
91163864.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
91164213.sb,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91166199.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
91170131.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91170833.sb,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
91170856.sb,0,1,0,0,0,0,0,4,0,0,1,10,2,0,0,474,0
91172070.sb,0,0,0,0,0,4,0,0,0,0,1,1,1,0,0,2,0
91176374.sb,0,0,0,0,0,0,0,0,2,0,0,8,2,0,0,4,0
91176642.sb,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,42,0
91181661.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91184207.sb,0,0,4,0,0,0,0,0,0,0,0,9,2,0,0,0,0
91185090.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91185351.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91186209.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91186219.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91187691.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91188234.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91188270.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91188521.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91188759.sb,0,0,0,0,0,1,0,17,2,0,4,10,35,2,0,544,12
91190157.sb,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
91193467.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91196305.sb,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,12,0
91196383.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91199921.sb,0,0,12,0,0,0,0,0,0,0,1,5,1,0,0,48,0
91205232.sb,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,2,0
91205906.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
91207020.sb,0,0,0,1,0,0,0,45,0,0,8,4,30,5,0,144,3
91207085.sb,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
91209325.sb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
91209484.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91213049.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91215072.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91215634.sb,0,0,0,0,0,0,0,8,0,0,6,4,21,2,0,2,0
91218048.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91221295.sb,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
91223225.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91228378.sb,1,1,0,3,0,0,0,5,0,0,1,0,8,2,0,134,0
91228630.sb,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
91230141.sb,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
91230703.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
91231095.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91237468.sb,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0
91237739.sb,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
91237879.sb,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
91242410.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91245555.sb,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
91245976.sb,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
91246177.sb,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
91248033.sb,0,0,0,0,0,0,0,3,0,0,0,10,2,0,0,6,0
91248312.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91249906.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91251855.sb,0,0,0,0,0,0,0,12,0,3,1,3,6,3,0,4,1
91251897.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
91253409.sb,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
91255148.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91255207.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91255760.sb,1,0,0,0,0,0,0,1,0,0,5,0,5,0,0,0,0
91256037.sb,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,14,0
91258116.sb,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0
91259533.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91259792.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91260210.sb,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
91261530.sb,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
91261554.sb,0,0,3,0,0,0,0,1,0,0,1,2,1,2,0,0,0
91262052.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91264510.sb,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0
91266411.sb,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
91267840.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91270276.sb,0,0,5,0,0,0,0,1,1,0,1,1,1,0,0,0,0
91271341.sb,0,0,0,1,0,1,0,79,1,9,9,0,41,20,0,2,0
91271977.sb,0,0,0,0,0,0,0,5,0,0,0,6,11,8,1,30,9
91272292.sb,0,0,0,0,0,0,0,0,0,0,0,9,2,2,0,28,0
91274935.sb,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,2,0
91274937.sb,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0
91276453.sb,0,2,0,0,0,0,0,5,0,0,0,4,1,0,0,0,0
91276880.sb,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2
91276892.sb,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,2
91277174.sb,0,0,0,0,0,0,0,6,0,0,0,6,2,0,0,100,0
91279954.sb,0,0,0,0,0,0,0,1,0,0,1,5,4,0,0,36,0
91280284.sb,0,0,0,0,0,0,0,1,0,0,1,5,1,0,0,12,0
91281951.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91286963.sb,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,72,0
91290097.sb,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0
91302104.sb,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0
91303510.sb,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0
91304225.sb,0,0,0,0,0,0,0,5,3,4,6,16,28,4,0,78,0
91304529.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
91306956.sb,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,40,0
91309509.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91309872.sb,0,0,0,0,0,0,0,6,0,0,1,26,8,3,0,184,1
