project,blockCount,has_global_start,sprite_starting_point,laggy_movement,double_condition,missing_forever_loop,clone_initialization,missing_termination,loose_blocks,multiple_attribute_modification,empty_body,sequential_actions,sprite_naming,long_script,broadcast_sync,nested_loops,duplicated_script,race_condition,empty_script,middle_man,no_op,variable_scope,unused_variable,duplicated_sprite,inappropriate_intimacy,noop_project
99556625.sb,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99556628.sb,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99556629.sb,173,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,10,0,0,0,0,0,0
99556631.sb,475,0,0,0,1,0,0,0,22,2,0,0,5,8,0,0,1,2,3,0,0,2,0,0,0,0
99556635.sb,102,0,0,2,0,0,0,0,2,0,0,1,5,0,5,0,1,0,0,0,2,1,0,0,0,0
99556646.sb,128,0,0,0,0,0,0,0,14,0,0,3,6,0,0,0,2,1,3,0,0,1,1,0,0,0
99556649.sb,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99556665.sb,74,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0
99556671.sb,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99556675.sb,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1
99556683.sb,1400,0,0,0,0,0,0,0,0,6,0,2,70,25,5,0,7,0,1,50,0,0,0,0,0,0
99556689.sb,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99556691.sb,14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
99556693.sb,35,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
99556696.sb,78,0,0,4,0,4,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0
99556700.sb,460,0,0,0,0,0,0,0,10,0,0,6,0,8,1,0,8,0,0,20,0,0,0,0,0,0
99556703.sb,31,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
99556707.sb,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99556708.sb,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99556711.sb,25,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
99556723.sb,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99556730.sb,175,0,0,0,0,0,0,0,2,0,0,0,1,3,2,0,0,0,0,9,0,0,0,0,0,0
99556737.sb,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99556743.sb,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99556745.sb,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0
99556748.sb,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99556750.sb,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99556751.sb,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99556760.sb,440,0,0,0,0,0,0,0,4,1,0,0,2,5,0,0,1,3,0,0,0,2,2,0,0,0
99556765.sb,60,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,5,0,0,0,0,0,3,0,0,0
99556770.sb,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
99556775.sb,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99556777.sb,29,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99556784.sb,3073,0,2,0,25,0,0,0,231,31,13,40,65,74,1,1,27,0,34,3,0,1,0,0,2,0
99556785.sb,193,0,0,0,1,0,0,0,1,0,0,3,4,2,0,2,1,1,0,0,0,5,8,0,0,0
99556795.sb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99556798.sb,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99556802.sb,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99556812.sb,244,0,0,0,0,0,0,0,0,1,0,0,2,6,1,0,0,0,0,7,0,0,0,0,0,0
99556822.sb,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99556826.sb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99556827.sb,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99556847.sb,54,0,1,0,0,0,0,0,7,0,0,0,50,1,0,0,0,0,2,0,0,1,0,0,0,0
99556861.sb,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
99556863.sb,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
99556864.sb,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99556871.sb,9,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99556873.sb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99556882.sb,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99556885.sb,26,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
99556891.sb,72,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
99556893.sb,692,0,0,0,0,0,0,0,0,0,0,0,31,21,0,0,7,6,0,4,0,2,0,0,0,0
99556894.sb,432,0,0,0,0,0,0,0,0,1,0,2,17,7,0,0,4,0,1,13,0,0,0,0,0,0
99556895.sb,175,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,0,11,0,0
99556901.sb,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
99556904.sb,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99556910.sb,47,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
99556913.sb,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99556914.sb,63,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,7,1,0,0,0
99556920.sb,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99556931.sb,170,0,0,0,0,0,0,0,2,0,0,0,1,4,3,0,0,0,0,7,0,0,0,0,0,0
99556940.sb,194,0,0,2,0,0,0,0,0,0,0,1,11,11,0,0,1,0,0,0,0,2,0,10,0,0
99556944.sb,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
99556947.sb,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99556948.sb,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99556954.sb,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99556955.sb,28,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0
99556956.sb,22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1
99556958.sb,154,0,0,0,0,0,0,0,4,1,0,0,0,2,0,1,0,0,2,0,0,1,0,0,0,0
99556961.sb,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99556966.sb,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99556967.sb,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
99556975.sb,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
99556980.sb,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99556985.sb,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99557011.sb,262,0,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,1,0,0,0,2,0,0,0,0
99557015.sb,27,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
99557025.sb,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0
99557028.sb,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
99557029.sb,101,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,0,3,0,0,0,0,0,0
99557034.sb,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99557046.sb,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99557057.sb,274,0,0,0,0,0,0,0,2,0,0,3,4,10,1,0,5,0,0,4,0,0,0,0,0,0
99557063.sb,26,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
99557068.sb,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99557069.sb,39,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
99557070.sb,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99557075.sb,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99557080.sb,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99557083.sb,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557087.sb,3388,0,0,0,11,0,0,0,0,1,30,18,3,73,0,2,17,7,0,64,0,4,1,0,0,0
99557090.sb,15,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99557094.sb,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99557103.sb,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99557109.sb,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99557114.sb,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99557132.sb,48,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1
99557139.sb,34,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
99557144.sb,129,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0
99557149.sb,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557151.sb,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
99557155.sb,63,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,7,1,0,0,0
99557175.sb,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557176.sb,113,0,0,4,0,0,0,0,0,0,0,0,4,2,0,0,2,0,1,0,0,0,0,0,0,0
99557185.sb,38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99557186.sb,1447,0,0,0,0,0,0,0,10,0,0,11,47,26,14,0,3,1,4,27,0,3,20,0,0,0
99557188.sb,22,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557199.sb,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99557209.sb,62,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,3,0,0,0,0,0,0,0,0,1
99557217.sb,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99557227.sb,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99557230.sb,107,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
99557233.sb,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99557248.sb,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99557251.sb,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557270.sb,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557274.sb,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99557279.sb,28,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0
99557280.sb,6786,0,0,0,7,0,3,1,361,9,34,17,2,169,77,0,8,0,4,39,0,0,5,0,3,0
99557289.sb,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
99557306.sb,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99557308.sb,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
99557309.sb,108,0,0,0,0,0,0,0,2,0,41,0,0,2,0,0,2,0,0,0,0,0,1,2,0,0
99557312.sb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99557316.sb,63,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0
99557322.sb,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557327.sb,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557330.sb,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557332.sb,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
99557333.sb,499,0,0,0,0,0,0,0,0,0,0,0,33,2,2,0,6,0,0,18,0,0,0,0,0,0
99557344.sb,54,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0
99557347.sb,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99557365.sb,146,0,0,0,0,0,0,0,5,2,0,2,3,5,0,0,1,0,0,5,0,0,0,0,0,0
99557369.sb,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557373.sb,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
99557378.sb,82,0,0,0,0,0,0,0,1,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0
99557383.sb,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99557384.sb,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99557390.sb,36,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
99557393.sb,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99557397.sb,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557402.sb,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557408.sb,46,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99557410.sb,597,0,0,0,0,0,0,0,0,0,0,0,16,8,4,0,23,2,1,5,0,1,1,0,0,0
99557413.sb,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557421.sb,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99557427.sb,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
99557428.sb,101,0,0,9,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0
99557429.sb,44,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
99557434.sb,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557440.sb,385,0,0,0,0,0,0,0,7,0,0,0,26,1,0,0,12,0,0,5,0,0,0,0,0,0
99557441.sb,48,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0
99557449.sb,12,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557453.sb,59,0,0,0,0,0,0,0,6,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
99557457.sb,44,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0
99557458.sb,155,0,0,0,0,0,0,0,16,0,0,2,12,2,0,0,2,0,0,1,0,0,0,1,0,0
99557459.sb,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99557477.sb,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99557478.sb,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557488.sb,126,0,0,2,0,0,0,0,1,0,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
99557489.sb,50,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,0,0,0,0,0,0,0,0,1
99557490.sb,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99557501.sb,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557502.sb,42,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
99557503.sb,181,0,0,3,0,0,0,0,0,1,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0
99557508.sb,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99557512.sb,114,0,0,0,0,0,0,0,7,0,0,2,2,3,1,0,1,0,0,4,0,0,1,0,0,0
99557516.sb,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99557520.sb,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99557526.sb,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99557527.sb,156,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,1,0,0,0,0,4,2,0,0,0
99557531.sb,70,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99557535.sb,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99557537.sb,34,0,0,8,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,0,0
99557543.sb,88,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,4,0,2,1,0,0,0
99557545.sb,49,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,2,0,0,0,0
99557550.sb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99557559.sb,31,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0
99557566.sb,125,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
99557568.sb,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557569.sb,339,0,0,0,0,0,0,0,0,0,0,1,9,7,0,0,1,1,0,0,0,5,0,0,0,0
99557572.sb,21,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
99557573.sb,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
99557574.sb,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
99557580.sb,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
99557581.sb,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99557599.sb,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557605.sb,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99557616.sb,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99557629.sb,14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
99557630.sb,2506,0,0,0,0,0,0,0,13,0,0,10,36,38,8,0,18,1,0,13,0,4,0,0,0,0
99557642.sb,114,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,12,0,0,0,0,0,0
99557644.sb,27,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0
99557647.sb,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99557650.sb,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99557652.sb,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99557657.sb,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557658.sb,22,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1
99557661.sb,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99557663.sb,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99557665.sb,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99557671.sb,229,0,1,0,0,0,0,0,2,0,0,0,1,10,0,0,0,0,0,0,0,2,1,0,0,0
99557672.sb,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557678.sb,48,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
99557682.sb,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99557687.sb,42,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
99557704.sb,60,0,0,0,0,0,0,0,6,0,0,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0
99557708.sb,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99557717.sb,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557721.sb,97,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,2,0,0,0
99557723.sb,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99557727.sb,259,0,0,0,0,0,0,0,10,0,0,2,4,4,0,0,3,0,0,7,0,0,0,0,0,0
99557735.sb,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557738.sb,74,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
99557740.sb,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
99557741.sb,57,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99557743.sb,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99557752.sb,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
99557759.sb,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
99557765.sb,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99557766.sb,24,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
99557768.sb,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557780.sb,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
99557786.sb,363,0,0,0,0,0,0,0,1,0,0,2,15,6,2,0,7,0,0,14,0,0,0,0,0,0
99557793.sb,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99557795.sb,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
99557802.sb,134,0,1,0,0,0,0,0,1,0,0,0,16,2,0,0,1,0,0,1,0,1,1,0,0,0
99557803.sb,42,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,3,0,0,0,0,0,0
99557805.sb,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99557814.sb,2828,0,0,0,0,0,1,0,23,0,75,3,49,35,71,0,38,0,7,7,1,6,2,0,0,0
99557815.sb,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99557817.sb,22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
99557828.sb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99557830.sb,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
